बश	bs
लकिओ	larkiyo
पे	pe
खरचा	kharcha
करने	karne
के	ke
लिए	liye
लिए	liye
आज	aj
तक	tak
नही	nahi
मिली	mili
एक	ek
साल	sal
पहले	pahle
थी	thi
मुझे	mujhe
चोर	chor
के	ke
चली	chali
घड़ी	gai
कहने	kahne
लगी	lagi
आप	ap
को	ko
तो	to
देते	dete
नही	nahi
तेरी	teri
के	ke
चक्र	chakr
में	mein
कम	kam
हो	ho
ग्याय़े	gye
सोचा	socha
तो	to
डू	du
निकला	nikla
क्या	kya
ह	h
मामा	mama
ये	ye
गिल्लि	geelli
गिल्लि	geelli
किसी	kissi
किया	kiya
क्र	kr
आप	ap
तो	to
बिल्कुल	bilkul
नी	ni
ह	h
मेरी	meri
में	me
में	me
दो	do
इतना	itna
कमा	kamma
मर्जि	mrzi
क्र	kr
क्र	kr
कोई	koi
नी	ni
रोकने	rokne
ओय़ाला	wla
तुझे	tje
अपनी	apni
आक्क	akkd
रह	reh
कहो	khud
आय़ेङ्गे	aynge
जिसका	jiska
कोई	koi
नही	nahi
होता	hota
उसका	uska
होता	hota
ही	he
हार	har
अपने	apne
वबिचो	bicho
का	ka
ओउचा	aucha
सोच	sochte
है	hai
वो	wo
वबे	bde
है	hai
उन्हे	unhe
पाता	pta
है	hai
आपके	apke
लिए	lie
क्या	kya
शि	shi
है	hai
क्या	kya
नेहि	nh
जो	jao
अपने	apne
से	se
बात	bat
करो	kro
यार	yaar
में	me
ही	he
चीजो	chizon
को	ko
थोड़ा	thoda
इधर	idhar
उधार	udhar
कर	kar
और	aur
देख	dekh
देख	dekh
खुश	khush
भाई	bhai
उठ	uth
खड़ा	khada
हो	ho
देख	dekh
फिर	fir
तू	tu
क्या	kya
करता	karta
कर	kar
इतना	itna
कहो	khud
को	ko
इतना	itna
बुलन्द	buland
ज़माना	zamana
तेरे	tere
कदमों	kadmon
में	mein
गिरा	gira
पड़ता	padta
यह	yeh
तो	to
वबिलकुल	bikul
मेरे	mere
जैसे	jaise
ह	h
लोलवबा	lolwa
साला	saala
मुच्छ	mucchad
पानओय़ाला	panwala
से	se
पान	paan
वबन्ध्वबा	bandhwa
के	ke
लाना	lana
फिर	phir
दबा	daba
की	kii
ए	e
गाना	gaana
सुनि	suniii
दिवबाना	dibana
हो	ho
जाय़िवब	jayib
तो	to
बब्बर	babbar
काँग्रेस	congress
उ	u
उ	u
ही	he
द्रे	dre
उ	u
उ	u
उ	u
फुदु	fudu
है	hai
तो	to
में	mein
जो	jao
में	mein
जो	jao
उ	u
चच	chc
चो	cho
चो	cho
चल	chl
भाई	bhai
बटा	bata
तो	to
दे	de
किया	kiya
क्या	kya
है	hai
ने	ne
हमको	hamko
देना	dena
लोआ	lo*a
लेले	lele
लोआ	lo*a
फाटा	phata
निकला	nikla
हीरो	hero
अपनी	apni
काहानि	kahni
सूना	suna
राहा	rha
ह	h
और	aur
वबनना	bna
किसी	kisi
और	aur
की	ki
दी	di
झुटा	jhuta
कहीं	kahin
का	ka
गौर	gaur
से	se
देखिये	dekhiye
दरिन्दे	darinde
को	ko
यह	yeh
केवब्रि	kebri\
पेहनकर	pehnkar
आप	aap
पर	par
हमला	hamla
कर	kar
सकता	sakta
हैं	hain
भाई	bhai
क्यू	kyu
थक	thaq
राहा	rha
ह	h
रात	raat
वबजे	bajey
जा	jaa
कल	kal
कर	kar
लियो	liyo
मेंइ	mei
अबे	abe
श्यामलाल	shyamlal
रशनओय़ाले	rashanwale
तुझे	tuje
मेंइ	mei
क्याय़से	kse
मिला	mila
लाम्वबा	lambaaa
पड़ते	padte
पड़ते	padte
निन्नि	ninni
आजाय़ेगि	ajayegi
प	p
साथ	saath
में	mein
भी	bhi
लिख	likh
देती	deti
वही	wahi
लेता	leta
कल	kal
तू	tu
ब	b
उसी	usi
आइओ	aio
फिर	fir
हसे	hse
लिओ	lio
पाता	pta
चल	chl
जाएगा	jaega
इतना	itna
सोच	soch
ये	ye
ऐसे	aise
ह	h
क्या	kya
पेहले	phle
तो	too
जु	joo
हास	hss
रहे	rhe
उनकी	unki
मा	ma
की	ki
चत	c**t
झा	jha
तक	tkk
उस	uss
लके	ldke
की	ki
वबात	batt
है	hai
ये	ye
उसकी	uski
किस्मत	kismat
ह	h
की	ki
वो	vo
कुर्ता	kurta
पाजामा	pjama
पहेनके	phnke
आया	aaya
सारे	sare
आपनि-	apni-2
किस्मत	kismat
लेकर	lekr
है	hai
किसी	kisi
को	ko
कोई	koi
अधिकार	adhikar
नहीं	nhi
ह	h
किसी	kisi
पर	prr
भी	bhi
हासने	hsne
का	kaa
आज	aaj
ये	ye
लके	ldke
हास	hss
रहे	rhe
ये	ye
लका	ldka
हासेगा	hsega
उन	unn
के	ke
उपर	uprr
सवबका	sbka
आता	aata
है	hai
आज	aaj
इनका	inka
उसका	uska
भी	bhi
आएगा	aaega
तुमहारि	tmhari
वबुराइ	burai
अब	ab
सूनी	suni
नी	ni
जाती	jati
यही	yahi
तो	toh
की	ki
अब	ab
हमारा	hamara
समझ	samaj
किसी	kisi
की	ki
सोच	soch
को	ko
देखकर	dekhkar
उसके	uske
मेंइ	mei
अपना	apna
विचार	vichaar
प्रकट	prakat
नही	nahi
करता	karta
बलकी	balki
आज	aaj
समझ	samaj
वबेशभूषा	vesbhusa
को	ko
देखकर	dekhkar
अपने	apne
विचार	vichaar
प्रकट	prakat
करता	karta
ह	h
की	ki
बिल्कुल	bilkul
गलत	galat
इसे	isse
अच्छा	accha
तो	to
मेरे	mere
की	ki
देख	dekh
उग	ug
मुझे	mujhe
ऐसी	aisi
लड़की	ladki
चाहिए	chahiye
यार	yaar
व	v
ह	h
बहुत	bahut
मास्तग	mastg
अगर	agar
सवब	sb
आप	aap
जैसे	jaise
हो	ho
जाए	jaye
तो	toh
ऐसे	aise
की	ki
आछि	aachi
तरह	tarah
ओय़ात्त	watt
सकति	skti
ह	h
बेशरम	besharam
इज़्ज़त	izzat
यार	yaar
जियो	jeeyo
यार	yaar
तुम्हारी	tumhari
जैसी	jaisi
लकिओ	ldkiyon
की	ki
जरुरत	jarurt
ह	h
का	ka
दिमाग	dimag
ठिकाने	thikane
लगाने	lgane
के	ke
लिए	liye
आसे	asse
लोग	log
इस	iss
तरह	tarah
की	ki
हरकत	harkat
करते	karte
ह	h
उनका	unka
तो	to
पैदा	paida
होना	hona
देश	desh
लिए	liye
अभिशाप	abisaap
ह	h
सब	sab
की	ki
के	ke
लिए	liye
ऐसे	aise
हो	ho
आपके	aapke
जाजवबे	jajbe
को	ko
मेरा	mera
सलाम	salam
आपने	aapne
कहा	kaha
वो	wo
बिल्कुल	bilkul
सही	sahi
ही	he
य्याय़से	jese
खतरनाक	khtarnak
जुर्म	jurm
को	ko
रोकने	rokne
लिए	liye
हमारी	humari
कुछ	kuch
नही	nahi
क्र	kr
रहि	rhi
ही	he
कानुन	kanun
सख्त	sakht
होगा	hoga
तो	to
कोई	koi
अकेली	akeli
लड़की	ladki
का	ka
फ़ायदा	fayda
उठने	uthane
से	se
पहले	pahle
सोचेगा	sochega
परसे	prse
की	ki
घन्टी	ghanti
ग्याय़ि	gyi
मेरी	meri
देखा	dekha
इसको	isko
वबुखार	bukhar
हुआ	hua
आँखे	aankhe
फात	phat
ग्याय़ि	gyi
तवबिय़त	tbiyt
लिपटी	lipati
ग्याय़ि	gyi
मेरा	mera
हुआ	hua
आज	aaj
का	ka
का	kaam
कल	kal
करो	karo
कल	kal
का	ka
का	kaam
परसों	parso
इतनी	itni
ब	b
क्या	kya
जळी	jaldi
ह	h
यवब	jb
जीना	jeena
ह	h
बरसों	barso
म	m
यार	yaar
आज	aj
कल	kal
यह	yaha
हो	ho
क्या	kya
राहा	rha
ह	h
तो	to
दिखती	dikhati
ही	hi
नहीं	nhi
ह	h
यह	yaha
पर	par
कहा	kaha
मार	mar
गये	gaye
सब	sab
अपनी	apni
अपने	apney
पास	paas
रख	rakh
अब	ab
इय़ार	yr
पका	pkaa
सोने	soney
दे	de
सारी	sarees
दो	do
वेक	wake
वबतइ	btoi
हिन्दू	hindu
उ	u
उ	u
उ	u
उ	u
में	me
दो	do
तुझे	tujhe
वबोलने	bolne
वाला	wala
हो	ho
सकता	sakta
में	me
जाने	jane
देखो	dekho
आप	ap
तो	to
उन्हे	unhe
करना	krna
ह	h
आपका	apka
क्या	kya
हुआ	hua
आज	aj
वो	wo
अलग	alg
हो	ho
गी	gi
ह	h
आपसे	apse
देखो	dekho
आप	ap
बात	bat
करके	kre
उनसे	unse
उन्हे	unhe
समझे	samjhay
अगर	agr
बि	bi
वो	wo
नी	ni
समजतित	samjti.to
उन्हे	unhe
दो	do
अगर	agr
वो	wo
आपकि	apki
ह	h
तो	to
आइय़ेगि	aygi
आप	ap
य्याय़से	jase
प्यार	pyar
पेले	pele
करते	krte
असे	ase
ही	hi
करते	krte
राव	rao
सूना	suna
ह	h
की	ki
लड़कियाँ	ladkiya
वबहत	bhot
होती	hoti
ह	h
उ	u
इय़ार	yrr
भगत	bhagat
सिंह	singh
ऐसा	aisa
कर	krr
हामारे	hmare
क्रा	kra
दी	dee
उसको	usko
मारदे	marde
देखी	dekhi
जाएगी	jaegi
अगर	agr
वो	vo
भी	bhi
तुझे	tujhe
करती	krti
होगी	hogi
तो	too
पाक्का	pkka
करेगि	kregi
वबरना	vrna
कोई	koi
देख	dekh
लिओ	lio
लकिओ	ldkio
केइ	kei
कमि	kmmi
क्या	kya
तुभि	tubhi
आवबे	abey
फुद्दु	fuddu
तेरे	tere
साथ	sath
मजे	maje
ले	le
गयी	gayi
वो	wo
इन्त	int
ने	ne
उ	u
भाई	bhai
तू	tu
ब	b
किसी	kisi
और	aur
बंदी	bandi
की	ki
तरफ़	taraf
हो	ho
जा	ja
यशोमती	yashomati
मोम	mom
से	se
नन्दलाला	nandlala
राधा	radha
क्यू	q
फेयर	fair
क्यू	q
काला	kala
बोली	boli
मैया	maiya
मेरे	mere
की	ki
तू	tu
का	ka
ग्वबाला	gwala
भगवान	bhagwan
को	ko
बोल	bol
रा	ra
ह	h
शरम	sharm
नी	ni
बची	bachi
क्या	kya
बोली	boli
मुसकाती	muskaati
मैया	maiya
ललन	lalan
को	ko
बताया	bataaya
काली	kaali
अंधियारी	andhiyari
आधी	aadhi
रात	raat
में	men
तू	tu
आया	aaya
लाडला	laadala
कन्हैया	kanhaiya
मेरा	meraa
लाडला	laadala
कन्हैया	kanhaiya
मेरा	meraa
काली	kaali
कमली	kamali
वाला	vaala
इसी	isi
लिए	liye
काला	kala
वबकवबास	bakwas
राजकुमार	rajkumar
का	ka
देख	dekh
के	ke
आधे	adhe
पैसे	paise
उसुल	wasool
हो	ho
ग्याय़े	gye
चुथिय़ापा	chutiyapa
तो	to
थी	thi
और	aur
अनपढ़	anpadh
माभेशि	maveshi
छााने	charane
वाला	wala
लगाने	lagane
वाले	waali
तू	tu
काँञ्चि	kanche
खेलने	khelne
वाला	waala
इसी	issi
लिए	liye
कला	kalaa
बड़े	bade
दिल	dil
वाला	wala
है	hae
रब्बा	rabba
इस	is
को	ko
सुबह	subah
से	se
लेकर	lekr
अब	ab
तक	tk
देख	dekh
चुकी	chuki
हू	hu
इतना	inna
क्रिशु	krishu
जी	ji
ने	ne
अपनी	apni
पूरी	puri
कान्हा	kanha
आवबतार	avtar
मेंइ	mei
माखन	makhan
नी	ni
चुराया	churaya
होगा	hga
जितना	jitna
इस	is
को	ko
सारे	sare
सुबह	subah
से	se
चुरा	chura
चुरा	chura
कर	kar
कर	kar
रह	rahe
ह	h
नान्द	nand
लाला	lala
माद्रे	madre
कु	qu?
यशोदा	yashoda
जुस्त	justo
राधा	radha
कु	qu?
माद्रे	madre
दीजो	dijo
एसचुचार	escuchar
मि	mi
हिजो	hijo
जुस्त	justo
जुस्त	justo
राधा	radha
तिएने	tiene
लस	los
एङ्गा	enga??
उना	una
मागिय़ा	magia
एं	en
ती	ti
पोर	por
एस	eso
के	que
अपनी	apni
मम्मी	mummy
को	ko
भी	bhi
बोलता	bolta
है	hai
क्या	kya
शाले	sale
एक	ek
ने	ne
लड़की	ladki
को	ko
हार	har
जगह	jagah
किया	kiya
पूरे	poore
बदन	badan
किया	kiya
मारकान्डडे	markandey
काटजु	katju
इस	is
काटजु	katju
भाइय़ा	bhiya
पेहले	phle
कुछ	kuch
ओर	or
थी	thii
तवब	tbb
इतनी	itni
मेहेङ्गाय़ि	mehngai
नहीं	nhi
थी	thi
अब	abb
क्या	kya
करे	kree
सारी	saree
है	hai
मनमोहन	manmohan
से	se
लेकर	lekar
प	p
तक	tkk
अगर	agr
इस	iss
बार	barr
को	ko
जितभा	jitva
भी	bhi
देते	dete
है	hai
तो	too
इय़ार	yrr
उसके	uske
नीचे	niche
कम	kamm
करने	krne
वाले	wale
वबन्दि	bndee
तो	too
है	hai
अब	abb
कुछ	kuch
नहीं	nhi
हो	ho
सकता	skta
की	ki
मा	ma
की	ki
चत	c**t
इस	is
ओर	or
ओर	or
इस	is
दो	do
इस	is
वबुरका	burka\
इस	is
इस	is
इस	is
मंत्र	mantra
इसलामिक	islamic
दे	day
नरेन्द्र	narendra
मोदि	modi
दे	day
इसलामिक	islamic
इस	is
इस	is
जिहाद	jihad
आने	aane
दे	de
अगर	agr
खड़ी	khadi
हुए	hue
मेरे	mere
यहाँ	yahan
से	se
तो	toh
ही	he
दूंगा	dunga
वबरना	wrna
नही	nahi
देने	dene
वाला	wala
साला	saala
बिक	bik
जाता	jata
ह	h
ओर	or
हमारे	hamare
नहीं	nhi
डडालता	daalta
पाप्पु	pappu
साला	saala
का	ka
लगता	lagata
ह	h
साला	sala
जब	jab
अटल	atal
जी	ji
तो	to
गिरभि	girvi
सोना	sona
उन्होंने	unhone
भारत	bhaarat
लाया	laya
मनमोहन	manmohan
य्याय़से	jse
वबजुद	baavjood
सोना	sona
गिरभि	girvi
रखने	rkhne
की	ki
नउवबात	naubat
आ	aa
ग्याय़ि	gyi
ह	h
पहले	pahle
रुप	rupp33
तफ	toff3
आत्ति	atti
थी	thi
पर	par
अब	ab
नहीं	nhi
आत्ति	atti
ह	h
क्या	kya
वबश	bs
यही	yahi
अउकात	aukat
है	hai
केजरिओय़ाल	kejriwaal
की	kii
क	k
कुछ	kuch
कुएस	ques
पुछने	puchney
पर	pr
से	se
क्र	kr
दिया	diya
मुझे	mujhe
अगर	agar
